Address,Borough,Items_Accepted,Latitude,Longitude,Vendor_Name
133-44 150 St,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.666901,-73.789386,Helpsy
1499 Bruckner Blvd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.823883,-73.879372,County Recycling LLC
31-85 Whitestone Expy,Queens,"Clothing, Shoes",40.766918,-73.837419,Usagain LLC
2655 Richmond Ave,Staten Island,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.5811844,-74.164797,H&M
647 FULTON St,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.68884,-73.97905,USAGAIN LLC
205-33 Hollis Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.707474,-73.751624,Helpsy
980 E 233 St,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.890431,-73.84912,Usagain LLC
75-41 Yellowstone Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.714003,-73.858929,Helpsy
South Side of Bell Blvd and Horace Harding Expy,Queens,"clothing, shoes, coats",40.74728,-73.76155,H&M Leasing Corp
710 Coney Island Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.640321,-73.969366,Helpsy
137-10 Farmers Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.673204,-73.764327,Helpsy
8412 Flatlands Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.637428,-73.909785,Helpsy
1530 Jefferson Ave,Brooklyn,"clothing, shoes, coats, accessories, bedding, towels, other",40.69738,-73.90728,HELPSY
546 Howard Ave,Brooklyn,"Clothing, Shoes, Accessories",40.668997,-73.920333,Community Recycling LLC
584 Gates Ave,Brooklyn,"Clothing, Shoes",40.686996,-73.941929,Usagain LLC
611 Grand Concourse,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.820455,-73.926739,Helpsy
37 Greenpoint Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories",40.729858,-73.95914,Monk Vintage
536 W 46 St,Manhattan,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.762645,-73.995399,The Salvation Army Of Greater New York
537 Broadway,New York,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.723429,-73.998804,GUESS
202-14 Hollis Ave,Queens,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels",40.706234,-73.754981,V.E.T.S. Inc
1900 Bath Ave,Brooklyn,"Clothing, Shoes, Accessories",40.602419,-74.003915,Community Recycling LLC
75 Broad St,Manhattan,"Clothing, Shoes, Bedding And Linens, Coats, Accessories",40.704617,-74.011232,Urban Resource Institute
4027 White Plains Rd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.889431,-73.859871,Helpsy
190-20 Hillside Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats, Other",40.715606,-73.771501,Friendship Circle
521 West Ave,Brooklyn,"Clothing, Shoes",40.582703,-73.972307,Usagain LLC
1243 E Tremont Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.840024,-73.871437,Helpsy
80 Burgher Ave,Staten Island,"Clothing, Shoes, Accessories",40.593936,-74.094964,Community Recycling LLC
2110 Richmond Rd,Staten Island,"Clothing, Shoes",40.581437,-74.111287,Usagain LLC
91 Claremont,Manhattan,"Clothing, Shoes, Coats",40.811849,-73.963161,Riverside Church Food Pantry
820 E 180 St,Bronx,"Clothing, Shoes",40.845834,-73.884895,Usagain LLC
118-01 14th Ave,Queens,"Clothing, Shoes, Coats",40.786091,-73.849368,First Reformed Church of College Point
5901 Bay Pkwy,Brooklyn,"Clothing, Shoes, Coats, Towels",40.616909,-73.977723,Carecycle Inc
1915 Bruckner Blvd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.826602,-73.859073,Helpsy
38 Green st,Manhattan,"Clothing, Shoes, Purses, Gloves, Scarves, Hats, belts, Towels, Curtains, Bedding and Linens. Clean Rags and Torn Clothing",40.72177,-74.00188,Fjällräven Kånken
2525 3 Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.810855,-73.927968,County Recycling LLC
22 Quincy St,Brooklyn,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.685587,-73.960688,The Salvation Army Of Greater New York
1348 E Gunhill Rd,Bronx,"Clothing, Shoes",40.870542,-73.846406,Usagain LLC
352-358 Classon Ave,Brooklyn,"Clothing, Shoes, Coats",40.688323,-73.960091,Child Development Support Corporation
63-02 Fresh Pond Rd,Queens,"Clothing, Shoes, Coats",40.711694,-73.900319,H&M Leasing Corp
414 W 14 St,Manhattan,Denim only.,40.741184,-74.006555,Levi Strauss
838 Bay St,Staten Island,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.621843,-74.072352,Helpsy
13-15 Beach Channel Dr,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.605752,-73.755186,Helpsy
30-05 Whitestone Expy,Queens,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.770271,-73.833544,American Recycling Technologies Inc.
148-15 Archer Ave,Queens,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.701316,-73.805559,The Salvation Army Of Greater New York
195 Linden St,Brooklyn,"Clothing, Shoes, Coats",40.695649,-73.917657,Hope Gardens Multi-Service Senior Center
43-20 Bell Blvd,Queens,"Clothing, Shoes, Coats, Towels",40.760716,-73.769987,Carecycle Inc
3200 Tilden Ave,Brooklyn,"Clothing, Shoes, Accessories",40.646962,-73.94724,Community Recycling LLC
2519 86 St,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.59764,-73.98637,USAGAIN LLC
164 4 Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.679113,-73.982365,Helpsy
1441 Richmond Ave,Staten Island,"Clothing, Shoes, Coats, Towels",40.611422,-74.156793,Carecycle Inc
4102 Ave H,Brooklyn,"Clothing, Shoes, Accessories",40.632195,-73.936665,Community Recycling LLC
586 Coney Island Ave,Brooklyn,"Clothing, Shoes",40.642881,-73.970239,Planet Aid
45 W 34 St,Manhattan,Denim only.,40.74974,-73.9869,Levi Strauss
8913 Ditmas Ave,Brooklyn,"Clothing, Shoes",40.648081,-73.915338,Usagain LLC
493 Mosel Ave,Staten Island,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.605268,-74.083664,The Salvation Army Of Greater New York
504 Driggs Ave,Brooklyn,Contact store for details,40.718334,-73.95528,Buffalo Exchange
88-01 Queens Boulevard,Queens,Shoes,40.7355095,-73.874613,DSW
529 Empire Blvd,Brooklyn,"Clothing, Shoes, Accessories, Bedding And Linens, Towels , Coats",40.664391,-73.944469,American Recycling Resources
445 E 171st St,Bronx,"Clothing, Shoes, Coats, Accessories, Towels, Bedding",40.838125,-73.903982,Strong Families Deliverance Ministries Inc.
216-03 Merrick Blvd,Queens,"Clothing, Shoes, Coats",40.680299,-73.752451,H&M Leasing Corp
2918 Boston Rd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.867963,-73.858745,County Recycling LLC
784 Jamaica Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.688303,-73.875843,Helpsy
167 Olympia Blvd,Staten Island,"Clothing, Shoes, Coats",40.59183,-74.074142,H&M Leasing Corp
5824 Church Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6523,-73.922296,Helpsy
48-15 31 Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.758221,-73.909977,Helpsy
265-15 Hillside Ave,Queens,"Clothing, Shoes, Coats",40.738614,-73.703261,H&M Leasing Corp
1460 Broadway,Manhattan,"Clothing, Shoes, Coats, Accessories",40.755131,-73.986186,NYC Fair Trade Coalition
951 Leggett Ave,Bronx,"Clothing, Shoes",40.815436,-73.90013,Usagain LLC
195-20 99 Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.710448,-73.763474,Helpsy
3559 White Plains Rd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.879263,-73.865903,Helpsy
1293 Broadway,Manhattan,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.7498024,-73.988298,H&M
10-07 41 Ave,Queens,"clothing, shoes",40.75342,-73.94134,USAGAIN LLC
551 Evergreen Ave,Brooklyn,"Clothing, Shoes",40.689915,-73.914419,Usagain LLC
32 Sands St,Staten Island,"Clothing, Shoes, Bedding And Linens, Coats, Accessories",40.629168,-74.075618,"United Church of Praise International Ministries, Inc"
137-42 Guy R Brewer Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.670926,-73.774124,Helpsy
2134 Bartow Ave.,Bronx,Shoes,40.8678282,-73.826991,DSW
2985 Jerome Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.873796,-73.889441,Helpsy
72 Greene St,Manhattan,Contact store for details,40.723219,-74.0006,Patagonia
1838 Park Place,Brooklyn,"Clothing, Shoes, Coats",40.67143,-73.916435,New Hope Pentecostal Church of Jesus Christ
206-24 Hillside Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.72129,-73.75868,Reliable Clothes Recycling
216 Columbus Ave,Manhattan,"Clothing, Shoes, Purses, Gloves, Scarves, Hats, belts, Towels, Curtains, Bedding and Linens. Clean Rags and Torn Clothing",40.77606,-73.98003,Athleta
2114 Mermaid Ave,Brooklyn,"Clothing, Shoes, Coats",40.575991,-73.988398,Coney Island Lighthouse Mission
137-20 Cross Bay Blvd,Queens,"Clothing, Shoes",40.671124,-73.843331,Usagain LLC
3936 10 Ave,Manhattan,"Clothing, Shoes, Coats",40.866193,-73.918,H&M Leasing Corp
37-21 Rockaway Beach Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.594506,-73.770148,Helpsy
4352 Bronx Blvd,Bronx,"Clothing, Shoes",40.898179,-73.858469,Usagain LLC
105-20 101st Ave,Queens,"Clothing, Shoes, Coats",40.68647,-73.837291,The Shakti Mission
25-03 Parsons Blvd,Queens,"Clothing, Shoes, Accessories",40.77637,-73.823839,Community Recycling LLC
3872 3 Ave,Bronx,"Clothing, Shoes",40.839182,-73.90002,Usagain LLC
717 RICHMOND RD,Staten Island,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6096987,-74.0902489,USAGAIN LLC
1496 Commonwealth Ave,Bronx,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.837886,-73.869116,St. Anthony's Church
1500 Paerdegat Ave N,Brooklyn,"Clothing, Shoes",40.626791,-73.902822,Planet Aid
314 East 9Th St,Manhattan,Contact store for details,40.728718,-73.986625,Eileen Fisher
23 Howard St.,Manhattan,"Gently worn clothing and household linens of all kinds, including shoes, belts, and bags. Contact the store for more details.",40.719324,-74.000556,Reformation
85-12 101 St,Queens,"Clothing, Shoes, Coats, Accessories, Bedding And Linens, Towels, Rugs",40.696807,-73.84768,Crossover Baptist Church Community Outreach Help Center
5702 Ave U,Brooklyn,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.613524,-73.917118,American Recycling Technologies Inc.
1886 Nostrand Ave1Fl,Brooklyn,"Clothing, Shoes, Coats",40.639486,-73.948795,"Life of Hope, Inc."
1513 Forest Ave,Staten Island,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.624386,-74.139615,American Recycling Technologies Inc.
120 N 4 St,Brooklyn,Denim only.,40.716668,-73.960709,Levi Strauss
407 E 152 St,Bronx,"Clothing, Shoes",40.818323,-73.916234,Usagain LLC
233-20 Hillside Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.733252,-73.736253,Friendship Circle
1240 East Tremont Ave,Bronx,"Clothing, Shoes",40.839402,-73.871907,Usagain LLC
86-02 Northern Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.755767,-73.881314,Helpsy
611 Williams Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.660759,-73.896644,Helpsy
750 Lexington Ave,Manhattan,"They accept any kind of clothing, fabrics, household linens, footwear, accessories, and jewelry.",40.7537596,-73.981035,Zara
4180 Hylan Blvd,Staten Island,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.537703,-74.149526,American Recycling Technologies Inc.
360 Schermerhorn St,Brooklyn,Clothing,40.686529,-73.980347,Recovery House of Worship
8923 5 Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.619116,-74.02778,Helpsy
10 Cebra Ave,Staten Island,"Clothing, Shoes",40.634122,-74.086477,Planet Aid
1041 Bergen St,Brooklyn,"Clothing, Shoes, Bedding And Linens, Towels, Coats",40.676333,-73.951913,Anchor House: Men's Facility
85-15 Grand Ave,Queens,"Clothing, Shoes",40.735797,-73.881806,Usagain LLC
144-29 Northern Blvd,Queens,"Clothing, Shoes, Coats, Towels",40.765019,-73.82247,Carecycle Inc
183-14 Hillside Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.713559,-73.778132,Helpsy
133 Thomas S Boyland St,Brooklyn,"Clothing, Shoes, Coats",40.680364,-73.913659,St Paul Pentecostal Church
333 E 115th St,Manhattan,"Clothing, Shoes, Coats, Accessories",40.795871,-73.936627,The Sharing Place Thrift Store
30 Rockefeller Plaza,Manhattan,Contact store for details,40.75912,-73.979,J. Crew
650 Fountain Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.664501,-73.870759,Helpsy
250 Jackson Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.804988,-73.912376,Helpsy
1809 Utica Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.62799,-73.927472,Helpsy
3360 Atlantic Ave,Brooklyn,"Clothing, Shoes, Accessories",40.68117,-73.872239,Community Recycling LLC
5801 6 Ave,Brooklyn,"Clothing, Shoes",40.639052,-74.012638,Usagain LLC
3031 Webster Ave,Bronx,"Clothing, Shoes, Coats",40.869905,-73.87955,"Christ Disciples international Ministries, Inc"
31-02 Astoria Blvd,Queens,"Clothing, Shoes",40.769781,-73.918143,Usagain LLC
2271 3rd Ave,Manhattan,"Clothing, Shoes, Coats, Accessories, Towels, Bedding",40.802616,-73.93636,Exodus Transitional Community
2085 Rockaway Pkwy,Brooklyn,"Clothing, Shoes, Coats",40.63293,-73.886906,Bay View Houses Resident Association
835 Broadway,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.699312,-73.938898,Helpsy
196 Schaefer St,Brooklyn,"clothing, shoes, coats, accessories, bedding, towels, other",40.68978,-73.90734,HELPSY
3482 Park Ave,Bronx,"Clothing, Shoes, Coats",40.830858,-73.908104,Bethel House Of Yahweh
307 St Marks Pl,Staten Island,"Clothing, Shoes, Coats, Accessories",40.64262,-74.078038,Sky Light Center
589 E New York Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding And Linens, Towels , Coats",40.662271,-73.943192,American Recycling Resources
39-11 61st St,Queens,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.746743,-73.902695,The Salvation Army Of Greater New York
333 Hart St,Brooklyn,"Clothing, Shoes, Coats, Accessories",40.694846,-73.936369,St. John's the Baptist (Catholic Charities)
143-17 Springfield Blvd,Queens,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels",40.668106,-73.756611,V.E.T.S. Inc
1148 West Farms Rd,Bronx,"Clothing, Shoes",40.827449,-73.889088,Usagain LLC
84-12 164 St,Queens,"Clothing, Shoes",40.713765,-73.802315,Usagain LLC
3151 Westchester Ave,Bronx,"Clothing, Shoes, Accessories, Bedding And Linens, Towels , Coats",40.850317,-73.830603,American Recycling Resources
1402 8 Ave,Brooklyn,"Clothing, Shoes, Coats",40.662906,-73.982941,Park Slope Women's Shelter (CAMBA)
1609 Victory Blvd,Staten Island,"Clothing, Shoes, Coats",40.613689,-74.117229,H&M Leasing Corp
762 Sheffield Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.658381,-73.892027,Helpsy
127 W 127th St,Manhattan,Clothing,40.809867,-73.94594,Northern Manhattan Perinatal Partnership
3533 Boston Rd,Bronx,"Clothing, Shoes",40.877946,-73.84526,Usagain LLC
1660 E New York Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories",40.673844,-73.906641,tallomfoundation.org
2655 Richmond Ave,Staten Island,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.5823979,-74.165886,Adore Me
245-34 Horace Harding Expy,Queens,"Clothing, Shoes, Coats",40.75973,-73.732914,H&M Leasing Corp
168-21 Union Tpke,Queens,"Clothing, Shoes",40.722305,-73.799599,Usagain LLC
2220 Broadway,Manhattan,Shoes,40.783981,-73.979561,DSW
111 East 12 St,Manhattan,"Clothing, Shoes, Accessories",40.732622,-73.989258,Cure Thrift Shop
337 5 Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.672184,-73.98352,Green Tree Textiles at Park Slope's Down to Earth Farmer's Market
239 W 49 St,Manhattan,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Towels",40.761475,-73.985747,Encore Community Services
730 East Fordham Rd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.856941,-73.88164,Helpsy
104 Fifth Ave,Manhattan,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.7371344,-73.993052,Rigby & Peller - New York Fifth @16th
3305 E Tremont Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.835172,-73.830948,Helpsy
122-05 Merrick Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.683736,-73.769206,Helpsy
110-25 Guy R. Brewer Blvd,Queens,"Clothing, Shoes, Coats",40.692739,-73.788107,Bethel Gospel Tabernacle Church
112-10 Beach Channel Dr,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.582987,-73.835201,Helpsy
2311 21 St,Queens,"Clothing, Shoes",40.778193,-73.919112,Usagain LLC
1086 Brooklyn Ave,Brooklyn,"Clothing, Shoes",40.647319,-73.943789,Usagain LLC
14 E 17th St,Manhattan,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.7373736,-73.991481,Journelle (Union Square)
10 Columbus Circle,Manhattan,Contact store for details,40.768553,-73.983187,Eileen Fisher
1578 E 233 St,Bronx,"Clothing, Shoes",40.888909,-73.829914,Usagain LLC
32 Jamaica Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.677238,-73.898665,Helpsy
514 Broadway,Manhattan,"Clothing & shoes. Bring in a minimum of 5 items & receive 15% off your next purchase. All brands in clean, dry condition accepted. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.72249,-73.9989,GUESS by Marciano
149-34 GUY BREWER,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels , Coats, Rugs",40.65714,-73.76789,USAGAIN LLC
3612 Nostrand Ave,Brooklyn,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.595596,-73.94125,The Salvation Army Of Greater New York
69 Gansevoort St,Manhattan,Contact store for details,40.739537,-74.007565,Madewell
253 E Burnside Ave,Bronx,"Clothing, Shoes",40.851961,-73.902414,Usagain LLC
447 Willis Ave,Bronx,"Clothing, Shoes",40.814023,-73.91977,Usagain LLC
498 Columbia St,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.674522,-74.008529,Helpsy
1530 E 222 St,Bronx,"Clothing, Shoes",40.875849,-73.83614,Usagain LLC
153-01 10 Ave,Queens,"Clothing, Shoes, Coats",40.794085,-73.808097,H&M Leasing Corp
150 E 86 St,Manhattan,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.7791456,-73.955359,H&M
1348 Southern Blvd,Bronx,"Clothing, Shoes",40.832115,-73.890466,Usagain LLC
2716 Church Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.650446,-73.951917,Helpsy
380 Lexington Ave,Manhattan,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels, Fabric",40.751091,-73.976706,"Tropicalfete, Inc."
87-36 Lefferts Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.698915,-73.830719,Helpsy
1740 Atlantic Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67715,-73.932744,Usagain LLC
2577 Nostrand Ave,Brooklyn,"Clothing, Shoes, Coats, Towels",40.621317,-73.94558,Carecycle Inc
484 Broadway,Manhattan,Contact store for details,40.721517,-73.999783,J. Crew
50-20 45 St,Queens,"Clothing, Shoes, Coats",40.737333,-73.921332,St. Teresa (Catholic Charities)
240-08 135th Ave,Queens,"Clothing, Shoes, Bedding And Linens, Coats, Accessories, Rugs, Towels",40.671937,-73.734311,V.E.T.S. Inc
2932 Pitkin Ave,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.676253,-73.863669,Helpsy
365 Broadway,Brooklyn,"Clothing, Shoes, Coats",40.707669,-73.955204,Worker's Justice Project
15 Warren St,Manhattan,"Clothing, Shoes, Bedding",40.713786,-74.007634,Little Essentials
63-51 Metropolitan Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.712906,-73.897429,Helpsy
98-02 Jamaica Ave,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.694569,-73.847374,Helpsy
2150 Hempstead Turnpike,Queens,"Clothing, Shoes, Coats",40.709525,-73.720574,The New York Race Track Chaplaincy
146-26 Northern Blvd,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.7649053,-73.819628,HELPSY
601 West 114 St,Manhattan,"Clothing, Shoes, Coats",40.807042,-73.965134,Broadway Community at Broadway Presbyterian Church
2904 Atlantic Ave,Brooklyn,"clothing, shoes, coats, accessories, bedding, towels, other",40.67703,-73.88695,HELPSY
6201-23 4 Ave,Brooklyn,"Clothing, Shoes, Coats, Towels",40.639117,-74.019764,Carecycle Inc
9814 4 Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.613983,-74.032996,American Recycling Technologies Inc.
44-37 Douglaston Pkwy,Queens,"Clothing, Shoes",40.765721,-73.744333,Usagain LLC
955 Manor Rd,Staten Island,"Clothing, Shoes, Coats, Towels",40.603661,-74.120096,Carecycle Inc
2 Prince St,Brooklyn,"Clothing, Shoes",40.697223,-73.982503,Planet Aid
347 E 18 St,Manhattan,"Clothing, Shoes, Coats, Accessories",40.734208,-73.981189,"Moravian Open Door, Inc"
127-20 Rockaway Blvd,Queens,"Clothing, Shoes",40.674912,-73.810201,Usagain LLC
4916 Arthur Kill Rd,Staten Island,"Clothing, Shoes, Coats, Bedding And Linens, Accessories",40.522188,-74.23889,Nothing New Warehouse
3601 Waldo Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.885936,-73.905767,Helpsy
853 Clarkson Ave,Brooklyn,"Clothing, Shoes",40.65682,-73.929717,Usagain LLC
801 Neill Ave,Bronx,"Clothing, Shoes",40.850956,-73.863822,Usagain LLC
200 Baychester Ave,Bronx,UNIQLO Clothing,40.86402,-73.82755,UNIQLO
1511 86 St,Brooklyn,"Clothing, Shoes, Coats, Towels",40.611554,-74.008663,Carecycle Inc
265 Decatur St,Brooklyn,"Clothing, Shoes, Coats",40.681645,-73.933236,St. Benedict's Food Pantry
146-17 133 Ave,Queens,"Clothing, Shoes, Coats",40.668864,-73.791982,Holy Ghost Upper Room Filling Station Ministry
407 Rockaway Ave,Brooklyn,"Clothing, Shoes, Coats",40.670215,-73.910587,Social Justice Preacher/Crisis Action Center
55 West 15 St,Manhattan,"Clothing, Coats, Shoes, Towels, Bedding",40.737885,-73.995525,Xavier Mission
369 E 169th St,Bronx,"Clothing, Shoes, Coats, Accessories, Towels, Bedding",40.834695,-73.910372,Church Alive/Women of Courage Mission
4332 White Plains Rd,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.896221,-73.855414,Helpsy
410 City Island Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.850038,-73.787245,Helpsy
99 Stockholm St,Brooklyn,"Clothing, Shoes, Coats",40.697614,-73.924984,Stockholm Family Shelter
286 3 Ave,Manhattan,"Clothing, Shoes, Coats, Accessories",40.73847,-73.983646,Vintage Thrift Shop Corp
700 E 98th St,Brooklyn,"Clothing, Shoes, Coats",40.65268,-73.90943,God of Mercy Church
158-02 Union Tpke,Queens,"Clothing, Shoes, Coats, Towels",40.71987,-73.80825,Carecycle Inc
475 Atlantic Ave,Brooklyn,"Clothing, Shoes, Coats, Accessories",40.686124,-73.982016,Out of the Closet
165-01 Hillside Ave,Queens,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.709488,-73.797476,American Recycling Technologies Inc.
1385 SUTTER AVE,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.6736518,-73.866865,USAGAIN LLC
310 Beach 54 St,Queens,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.592809,-73.784166,Helpsy
1133 Ogden Ave,Bronx,"Clothing, Shoes",40.836595,-73.927801,Usagain LLC
1757 Randall Ave,Bronx,"Clothing, Shoes",40.816895,-73.865138,Usagain LLC
1450 Atlantic Avenue,Brooklyn,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67792,-73.9439,HELPSY
388 New Jersey Ave,Brooklyn,"clothing, shoes, coats, accessories, bedding, towels, other",40.67,-73.89457,HELPSY
11 W 25 St,Manhattan,"Clothing, Shoes, Coats, Accessories",40.743484,-73.989626,The Thrifty Hog
41-14 Broadway,Queens,"Clothing, Shoes, Coats, Accessories, Linens",40.758192,-73.91782,Broadway Thrift Shop
8-96 Central Ave,Queens,"Clothing, Shoes, Coats",40.609676,-73.746998,First Presbyterian Russell Sage Memorial Church
3126 Avenue U,Brooklyn,"Clothing, Shoes, Accessories",40.601964,-73.934214,Community Recycling LLC
300 Sound View Ave,Bronx,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.811953,-73.856195,County Recycling LLC
23 Bogart St,Brooklyn,Contact store for details,40.704037,-73.9333,beacon's closet
39 Bond St.,Manhattan,"Gently worn clothing and household linens of all kinds, including shoes, belts, and bags. Contact the store for more details.",40.7260279,-73.993333,Reformation
151 Woodruff Ave,Brooklyn,"Clothing, Shoes, Coats",40.65455,-73.961183,Calvary Pentecostal Church
349 E 149 St,Bronx,"Clothing, Shoes, Accessories, Coats",40.816862,-73.919678,"Directions for Our Youth, Inc."
619 W 179th Street,Manhattan,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels",40.848424,-73.935367,International Pentecostal Church
171-11 Linden Blvd,Queens,"Clothing, Shoes",40.692022,-73.778766,Usagain LLC
